Timestamp,WindDir_circular_mean_deg
2026-07-16 02:00:00,272.9638473711235
2026-07-16 03:00:00,275.10617477104734
2026-07-16 04:00:00,301.11844464776635
2026-07-16 05:00:00,320.6338283629821
2026-07-16 06:00:00,305.585477517963
2026-07-16 07:00:00,46.05602180384551
2026-07-16 08:00:00,44.421260524853786
2026-07-16 09:00:00,354.58536837355956
2026-07-16 10:00:00,354.9584020301616
2026-07-16 11:00:00,35.600959501269216
2026-07-16 12:00:00,43.15073980934641
2026-07-16 13:00:00,28.48018248429984
2026-07-16 14:00:00,286.35462676967114
2026-07-16 15:00:00,277.71995239289936
2026-07-16 16:00:00,278.828655053457
2026-07-16 17:00:00,274.06983884193556
2026-07-16 18:00:00,273.6420448467643
2026-07-16 19:00:00,272.63846881894005
2026-07-16 20:00:00,276.9513136721228
2026-07-16 21:00:00,275.7728502263958
2026-07-16 22:00:00,273.02157807132147
2026-07-16 23:00:00,269.76911665198645
