variable,AirTC_C,RH_pct,WS_ms,WindDir_deg,BP_mbar
AirTC_C,1.0,-0.8572071112516287,0.11540124380717141,-0.11564503164916132,-0.8090139943987237
RH_pct,-0.8572071112516287,1.0,-0.13503344273074463,0.13717237382335942,0.7551713560485046
WS_ms,0.11540124380717141,-0.13503344273074463,1.0,-0.0987028865143855,-0.16261362937956467
WindDir_deg,-0.11564503164916132,0.13717237382335942,-0.0987028865143855,1.0,0.12615286177205665
BP_mbar,-0.8090139943987237,0.7551713560485046,-0.16261362937956467,0.12615286177205665,1.0
