date_utc,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2026-07-16,3.134869888475836,2.8872138888888887,1.5869777777777778,1.45845,1.908961111111111,1.560186111111111,1.6994305555555556,2.152413888888889,2.466147222222222,2.441125,2.551961111111111,1.7238472222222223,3.7815,5.037602777777778,5.421633333333333,5.710922222222222,5.072652777777778,5.055458333333334,4.625927777777778,5.190302777777778,5.110311111111111,4.741188888888889
