Wind_Speed_Class,Instrument,Diameter_um,dN_dlnDp,N_Samples
< 4 m/s,FIDAS 200,0.10373,0.0,9328
< 4 m/s,FIDAS 200,0.111469,0.0,9328
< 4 m/s,FIDAS 200,0.119786,0.0,9328
< 4 m/s,FIDAS 200,0.128723,0.0,9328
< 4 m/s,FIDAS 200,0.138327,0.0,9328
< 4 m/s,FIDAS 200,0.148647,0.0,9328
< 4 m/s,FIDAS 200,0.159737,27.95327546622236,9328
< 4 m/s,FIDAS 200,0.171655,349.30453813180634,9328
< 4 m/s,FIDAS 200,0.184462,874.2738841401374,9328
< 4 m/s,FIDAS 200,0.198224,1123.0421923721406,9328
< 4 m/s,FIDAS 200,0.213013,949.6975481407318,9328
< 4 m/s,FIDAS 200,0.228905,850.0989948935719,9328
< 4 m/s,FIDAS 200,0.245984,820.1528780640958,9328
< 4 m/s,FIDAS 200,0.264336,791.1109963969905,9328
< 4 m/s,FIDAS 200,0.284057,559.7598592977645,9328
< 4 m/s,FIDAS 200,0.30525,228.20792665855325,9328
< 4 m/s,FIDAS 200,0.328024,101.00177384739486,9328
< 4 m/s,FIDAS 200,0.352497,51.40298694849867,9328
< 4 m/s,FIDAS 200,0.378797,27.96414966173907,9328
< 4 m/s,FIDAS 200,0.407058,20.13114465591647,9328
< 4 m/s,FIDAS 200,0.437427,16.205674308786506,9328
< 4 m/s,FIDAS 200,0.470063,15.133405262044082,9328
< 4 m/s,FIDAS 200,0.505133,12.91309696911911,9328
< 4 m/s,FIDAS 200,0.54282,8.216242150713798,9328
< 4 m/s,FIDAS 200,0.583319,6.101373439297041,9328
< 4 m/s,FIDAS 200,0.626839,4.747233348401076,9328
< 4 m/s,FIDAS 200,0.673606,4.320051590330276,9328
< 4 m/s,FIDAS 200,0.723862,4.37700930777938,9328
< 4 m/s,FIDAS 200,0.777868,3.8974695687383796,9328
< 4 m/s,FIDAS 200,0.835903,3.8511567742582633,9328
< 4 m/s,FIDAS 200,0.898268,3.4025605662364784,9328
< 4 m/s,FIDAS 200,0.965286,3.281101220257709,9328
< 4 m/s,FIDAS 200,1.037304,2.92876482821378,9328
< 4 m/s,FIDAS 200,1.114695,2.8221180056717445,9328
< 4 m/s,FIDAS 200,1.19786,2.5583223061770326,9328
< 4 m/s,FIDAS 200,1.28723,2.399498460420696,9328
< 4 m/s,FIDAS 200,1.383267,2.218817406613062,9328
< 4 m/s,FIDAS 200,1.48647,1.9088149074203105,9328
< 4 m/s,FIDAS 200,1.597372,1.7248585097837854,9328
< 4 m/s,FIDAS 200,1.716548,1.4112147111764302,9328
< 4 m/s,FIDAS 200,1.844616,1.187870292914605,9328
< 4 m/s,FIDAS 200,1.982239,0.9973333568477962,9328
< 4 m/s,FIDAS 200,2.13013,0.8790443538084998,9328
< 4 m/s,FIDAS 200,2.289054,0.7551928375692127,9328
< 4 m/s,FIDAS 200,2.459835,0.6928621674916704,9328
< 4 m/s,FIDAS 200,2.643358,0.6146136257103747,9328
< 4 m/s,FIDAS 200,2.840573,0.5539186630990536,9328
< 4 m/s,FIDAS 200,3.052502,0.5153918888648034,9328
< 4 m/s,FIDAS 200,3.280243,0.4611581534808361,9328
< 4 m/s,FIDAS 200,3.524975,0.40876864228789195,9328
< 4 m/s,FIDAS 200,3.787966,0.3513047671013891,9328
< 4 m/s,FIDAS 200,4.070578,0.29222610060471094,9328
< 4 m/s,FIDAS 200,4.374274,0.26148790785583603,9328
< 4 m/s,FIDAS 200,4.700629,0.22442804543138115,9328
< 4 m/s,FIDAS 200,5.051333,0.19108816738961404,9328
< 4 m/s,FIDAS 200,5.428202,0.15968972363587736,9328
< 4 m/s,FIDAS 200,5.833189,0.13773737699747698,9328
< 4 m/s,FIDAS 200,6.26839,0.12563411478519404,9328
< 4 m/s,FIDAS 200,6.736061,0.10356796942123196,9328
< 4 m/s,FIDAS 200,7.238624,0.09408582869478126,9328
< 4 m/s,FIDAS 200,7.778682,0.0820071593008505,9328
< 4 m/s,FIDAS 200,8.359033,0.072402876531202,9328
< 4 m/s,FIDAS 200,8.982682,0.060505610068722064,9328
< 4 m/s,FIDAS 200,9.652861,0.05409893782444587,9328
< 4 m/s,FIDAS 200,10.373039,0.046237887369283935,9328
< 4 m/s,FIDAS 200,11.146949,0.036718433282475114,9328
< 4 m/s,FIDAS 200,11.978599,0.03290923300793476,9328
< 4 m/s,FIDAS 200,12.872296,0.027565275531219964,9328
< 4 m/s,FIDAS 200,13.83267,0.02330944371269985,9328
< 4 m/s,FIDAS 200,14.864696,0.020318651671137184,9328
< 4 m/s,FIDAS 200,15.973718,0.017338890357431778,9328
< 4 m/s,FIDAS 200,17.165483,0.014401699611955001,9328
< 4 m/s,FIDAS 200,18.446161,0.012612408169906617,9328
< 4 m/s,FIDAS 200,19.82239,0.013411868318630997,9328
< 4 m/s,FIDAS 200,21.301296,0.014435431758619674,9328
< 4 m/s,FIDAS 200,22.890539,0.015467633423962113,9328
< 4 m/s,FIDAS 200,24.598352,0.016773380322897248,9328
< 4 m/s,FIDAS 200,26.433582,0.00484691881336783,9328
< 4 m/s,UCASS 1,0.7765307463326871,4.720712883475807,11048
< 4 m/s,UCASS 1,1.7052272575818157,0.7073725500396745,11048
< 4 m/s,UCASS 1,2.4781242906682466,0.25843902996600543,11048
