date_utc,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2026-07-08,3.681052777777778,3.634011111111111,2.0104888888888888,2.829286111111111,2.8818416666666664,2.7932750000000004,1.4266944444444445,1.1476777777777778,1.3483777777777777,1.7333277777777776,1.5453472222222222,3.499813888888889,5.988833333333333,5.475038888888888,4.633375,4.855755555555556,4.9472249999999995,4.082125,3.865947222222222,4.167386111111111,2.989086111111111,2.2569805555555558,1.4461055555555555,1.003775
2026-07-09,0.5518861111111111,0.8099777777777778,0.9545777777777777,0.6381666666666667,1.1473805555555554,1.3403972222222222,1.5437888888888889,1.6572833333333334,1.4325861111111111,2.3585333333333334,3.0496583333333334,3.0966916666666666,5.428880555555556,5.266725,4.331466666666667,5.0699861111111115,4.735247222222222,4.378061111111111,3.500602777777778,2.800161111111111,2.231036111111111,1.9763416666666667,1.307963888888889,1.2349277777777776
