variable,AirTC_C,RH_pct,WS_ms,WindDir_deg,BP_mbar
AirTC_C,1.0,-0.9462544187785532,0.26589446216636353,0.1627295308944833,-0.37966097003822763
RH_pct,-0.9462544187785532,1.0,-0.37197692934502574,-0.20177062527064496,0.42057548090283364
WS_ms,0.26589446216636353,-0.37197692934502574,1.0,-0.06128001032607309,-0.20447220730523524
WindDir_deg,0.1627295308944833,-0.20177062527064496,-0.06128001032607309,1.0,-0.0870072586605781
BP_mbar,-0.37966097003822763,0.42057548090283364,-0.20447220730523524,-0.0870072586605781,1.0
