variable,q1,q3,iqr,lower_fence,upper_fence,n_outliers,pct_outliers
AirTC_C,25.44,33.54,8.099999999999998,13.290000000000004,45.69,0,0.0
RH_pct,36.49,77.49,40.99999999999999,-25.009999999999984,138.98999999999998,0,0.0
WS_ms,1.49,4.47,2.9799999999999995,-2.9799999999999986,8.939999999999998,957,0.5538194444444444
WindDir_deg,258.0,290.0,32.0,210.0,338.0,24991,14.46238425925926
BP_mbar,985.0,985.0,0.0,985.0,985.0,70927,41.045717592592595
