Wind_Speed_Class,Instrument,Diameter_um,dN_dlnDp,N_Samples
> 4 m/s,FIDAS 200,0.1037,0.0,561
> 4 m/s,FIDAS 200,0.11,0.0,561
> 4 m/s,FIDAS 200,0.1198,0.0,561
> 4 m/s,FIDAS 200,0.1287,0.0,561
> 4 m/s,FIDAS 200,0.1383,0.0,561
> 4 m/s,FIDAS 200,0.1486,0.0,561
> 4 m/s,FIDAS 200,0.1597,2.4094710999761495,561
> 4 m/s,FIDAS 200,0.1717,168.18613567426524,561
> 4 m/s,FIDAS 200,0.1845,686.6152316120922,561
> 4 m/s,FIDAS 200,0.1982,911.8325861731225,561
> 4 m/s,FIDAS 200,0.213,749.6741962255368,561
> 4 m/s,FIDAS 200,0.2289,641.1946462657135,561
> 4 m/s,FIDAS 200,0.246,595.7533920950941,561
> 4 m/s,FIDAS 200,0.2643,584.5836957642612,561
> 4 m/s,FIDAS 200,0.2841,366.2848597816525,561
> 4 m/s,FIDAS 200,0.3053,127.16040129736662,561
> 4 m/s,FIDAS 200,0.328,54.982151110247244,561
> 4 m/s,FIDAS 200,0.3525,25.934918667557785,561
> 4 m/s,FIDAS 200,0.3788,13.322106714501478,561
> 4 m/s,FIDAS 200,0.4071,9.350300686235697,561
> 4 m/s,FIDAS 200,0.4374,7.382736300706911,561
> 4 m/s,FIDAS 200,0.4701,6.9139163280430225,561
> 4 m/s,FIDAS 200,0.5051,5.663357190647387,561
> 4 m/s,FIDAS 200,0.5428,3.617707098281096,561
> 4 m/s,FIDAS 200,0.5833,2.709096672887074,561
> 4 m/s,FIDAS 200,0.6268,2.053953824394566,561
> 4 m/s,FIDAS 200,0.6736,1.83242838400563,561
> 4 m/s,FIDAS 200,0.7239,1.894036863103647,561
> 4 m/s,FIDAS 200,0.7779,1.696921882359275,561
> 4 m/s,FIDAS 200,0.8359,1.6862044121301898,561
> 4 m/s,FIDAS 200,0.8983,1.465587973220269,561
> 4 m/s,FIDAS 200,0.9653,1.4592543104983486,561
> 4 m/s,FIDAS 200,1.0373,1.3169847263149845,561
> 4 m/s,FIDAS 200,1.1147,1.306527852535261,561
> 4 m/s,FIDAS 200,1.1979,1.1672217935703328,561
> 4 m/s,FIDAS 200,1.2872,1.1404617337487637,561
> 4 m/s,FIDAS 200,1.3833,1.087461885932643,561
> 4 m/s,FIDAS 200,1.4865,1.0228324448762365,561
> 4 m/s,FIDAS 200,1.5974,0.9586728551946694,561
> 4 m/s,FIDAS 200,1.7165,0.8023136334305416,561
> 4 m/s,FIDAS 200,1.8446,0.6755705542337035,561
> 4 m/s,FIDAS 200,1.9822,0.5965198324006914,561
> 4 m/s,FIDAS 200,2.1301,0.5312395549590855,561
> 4 m/s,FIDAS 200,2.2891,0.49744032556173207,561
> 4 m/s,FIDAS 200,2.4598,0.422824842035737,561
> 4 m/s,FIDAS 200,2.6434,0.42174213414462586,561
> 4 m/s,FIDAS 200,2.8406,0.3852280549422954,561
> 4 m/s,FIDAS 200,3.0525,0.3525436198663056,561
> 4 m/s,FIDAS 200,3.2802,0.32806682912141016,561
> 4 m/s,FIDAS 200,3.525,0.27991725908201087,561
> 4 m/s,FIDAS 200,3.788,0.2609471599832646,561
> 4 m/s,FIDAS 200,4.0706,0.23546712532112266,561
> 4 m/s,FIDAS 200,4.3743,0.2286562741477056,561
> 4 m/s,FIDAS 200,4.7006,0.1791804658899608,561
> 4 m/s,FIDAS 200,5.0513,0.16670635822709975,561
> 4 m/s,FIDAS 200,5.4282,0.14268009190518552,561
> 4 m/s,FIDAS 200,5.8332,0.13724975172718015,561
> 4 m/s,FIDAS 200,6.2684,0.11758039897201213,561
> 4 m/s,FIDAS 200,6.7361,0.09795261583959418,561
> 4 m/s,FIDAS 200,7.2386,0.09523761166649798,561
> 4 m/s,FIDAS 200,7.7787,0.0722073704190216,561
> 4 m/s,FIDAS 200,8.359,0.07619413968533663,561
> 4 m/s,FIDAS 200,8.9827,0.07161478708167754,561
> 4 m/s,FIDAS 200,9.6529,0.06266143846391328,561
> 4 m/s,FIDAS 200,10.373,0.04956427273905694,561
> 4 m/s,FIDAS 200,11.1469,0.043663261640613696,561
> 4 m/s,FIDAS 200,11.9786,0.023885100947377433,561
> 4 m/s,FIDAS 200,12.8723,0.027476709912094676,561
> 4 m/s,FIDAS 200,13.8327,0.03106388583182655,561
> 4 m/s,FIDAS 200,14.8647,0.02363225398056867,561
> 4 m/s,FIDAS 200,15.9737,0.02388751017784126,561
> 4 m/s,FIDAS 200,17.1655,0.013499381490314556,561
> 4 m/s,FIDAS 200,18.4462,0.012961043695666807,561
> 4 m/s,FIDAS 200,19.8224,0.013771041236647324,561
> 4 m/s,FIDAS 200,21.3013,0.014823720123803551,561
> 4 m/s,FIDAS 200,22.8905,0.015880887823440912,561
> 4 m/s,FIDAS 200,24.5984,0.017233133043774454,561
> 4 m/s,FIDAS 200,26.4336,0.004975912503379561,561
> 4 m/s,UCASS 1,0.7765307463326871,0.011337404535155282,1884
