Wind_Speed_Class,Instrument,Diameter_um,dN_dlnDp,N_Samples
> 4 m/s,FIDAS 200,0.10373,0.0,622
> 4 m/s,FIDAS 200,0.111469,0.0,622
> 4 m/s,FIDAS 200,0.119786,0.0,622
> 4 m/s,FIDAS 200,0.128723,0.0,622
> 4 m/s,FIDAS 200,0.138327,0.0,622
> 4 m/s,FIDAS 200,0.148647,0.0,622
> 4 m/s,FIDAS 200,0.159737,3.3952493558521013,622
> 4 m/s,FIDAS 200,0.171655,206.97382420440485,622
> 4 m/s,FIDAS 200,0.184462,788.4802844053203,622
> 4 m/s,FIDAS 200,0.198224,1014.3933702640911,622
> 4 m/s,FIDAS 200,0.213013,820.9611087687623,622
> 4 m/s,FIDAS 200,0.228905,665.3188471780238,622
> 4 m/s,FIDAS 200,0.245984,580.4008535552259,622
> 4 m/s,FIDAS 200,0.264336,521.7878220749262,622
> 4 m/s,FIDAS 200,0.284057,409.70222958631746,622
> 4 m/s,FIDAS 200,0.30525,170.48955929458575,622
> 4 m/s,FIDAS 200,0.328024,54.02708299049636,622
> 4 m/s,FIDAS 200,0.352497,26.13986479071546,622
> 4 m/s,FIDAS 200,0.378797,13.165796370974219,622
> 4 m/s,FIDAS 200,0.407058,9.105397875398356,622
> 4 m/s,FIDAS 200,0.437427,7.5424516663709165,622
> 4 m/s,FIDAS 200,0.470063,7.331568004942489,622
> 4 m/s,FIDAS 200,0.505133,6.857463555314003,622
> 4 m/s,FIDAS 200,0.54282,5.23142977850846,622
> 4 m/s,FIDAS 200,0.583319,4.258966351339109,622
> 4 m/s,FIDAS 200,0.626839,3.422702193218871,622
> 4 m/s,FIDAS 200,0.673606,3.0684954261225696,622
> 4 m/s,FIDAS 200,0.723862,3.0811501981568568,622
> 4 m/s,FIDAS 200,0.777868,2.825242284242453,622
> 4 m/s,FIDAS 200,0.835903,2.8249998152957843,622
> 4 m/s,FIDAS 200,0.898268,2.4614575433295776,622
> 4 m/s,FIDAS 200,0.965286,2.4318104125990976,622
> 4 m/s,FIDAS 200,1.037304,2.1965752425772047,622
> 4 m/s,FIDAS 200,1.114695,2.112602294175863,622
> 4 m/s,FIDAS 200,1.19786,1.9811571517229003,622
> 4 m/s,FIDAS 200,1.28723,1.9373087514547007,622
> 4 m/s,FIDAS 200,1.383267,1.786810985343156,622
> 4 m/s,FIDAS 200,1.48647,1.577659994557117,622
> 4 m/s,FIDAS 200,1.597372,1.5162301418935353,622
> 4 m/s,FIDAS 200,1.716548,1.2275067969918083,622
> 4 m/s,FIDAS 200,1.844616,1.0849188541708195,622
> 4 m/s,FIDAS 200,1.982239,0.9232165603673536,622
> 4 m/s,FIDAS 200,2.13013,0.8364406103464556,622
> 4 m/s,FIDAS 200,2.289054,0.712003771303906,622
> 4 m/s,FIDAS 200,2.459835,0.648958266470438,622
